OBJECTID,CSA_Label,Total_Unsheltered_Pop,Total_Sheltered_Pop,Total_Pop,Data_Source,Square_Miles,Density_Unsheltered,Density_Sheltered,Density_Total,Shape__Area,Shape__Length
263,Unincorporated - Monrovia,5,0,5,Los Angeles Homeless Services Authority (LAHSA),0.314102423520766,15.9183744714706,0,15.9183744714706,1190158.90234375,5292.65801344044
264,Unincorporated - North Lancaster,73,0,73,Los Angeles Homeless Services Authority (LAHSA),22.7466126607846,3.20926904979803,0,3.20926904979803,87456233.84375,46400.7710513242
265,Unincorporated - North Whittier,15,0,15,Los Angeles Homeless Services Authority (LAHSA),1.96688474956905,7.62627296962191,0,7.62627296962191,7437078.28515625,14361.6821967188
266,Unincorporated - Northeast San Gabriel,12,19,31,Los Angeles Homeless Services Authority (LAHSA),2.54252554379407,4.71971659411259,7.47288460734493,12.1926012014575,9631104.83203125,17181.2145720215
267,Unincorporated - Palmdale,15,0,15,Los Angeles Homeless Services Authority (LAHSA),23.6767816131269,0.633532050305506,0,0.633532050305506,90755507.921875,51341.4302009531
268,Unincorporated - Pomona,0,0,0,Los Angeles Homeless Services Authority (LAHSA),1.61833946475257,0,0,0,6121827.99609375,13678.1253250698
269,Unincorporated - Quartz Hill,7,0,7,Los Angeles Homeless Services Authority (LAHSA),3.49658373398628,2.00195405931825,0,2.00195405931825,13416260.390625,19499.7665745607
270,Unincorporated - Rancho Dominguez,90,0,90,Los Angeles Homeless Services Authority (LAHSA),3.27665456460341,27.4670393920188,0,27.4670393920188,12337582.828125,14656.0322643766
271,Unincorporated - Roosevelt,21,0,21,Los Angeles Homeless Services Authority (LAHSA),90.8549368163821,0.231137687569372,0,0.231137687569372,349072866.617188,85481.4088257188
272,Unincorporated - Rosewood/East Gardena,155,0,155,Los Angeles Homeless Services Authority (LAHSA),1.00758415851545,153.833303838732,0,153.833303838732,3796834.44921875,7916.89661451261
273,Unincorporated - Rosewood/West Rancho Dominguez,76,0,76,Los Angeles Homeless Services Authority (LAHSA),0.480521618951797,158.161458303968,0,158.161458303968,1810943.98828125,5652.25939067671
274,Unincorporated - Rowland Heights,12,3,15,Los Angeles Homeless Services Authority (LAHSA),18.9659817638156,0.632711775717,0.15817794392925,0.79088971964625,71592489.6367188,60289.265232363
275,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0,0,Los Angeles Homeless Services Authority (LAHSA),63.0353489326782,0,0,0,241177958.265625,91936.5652127644
276,Unincorporated - San Jose Hills,12,0,12,Los Angeles Homeless Services Authority (LAHSA),1.4322847966009,8.37822200478453,0,8.37822200478453,5412475.45703125,13540.5321913629
277,Unincorporated - San Pasqual,0,0,0,Los Angeles Homeless Services Authority (LAHSA),0.255078377606954,0,0,0,966836.25,5191.50654576747
278,Unincorporated - Santa Catalina Island,0,0,0,Los Angeles Homeless Services Authority (LAHSA),130.891014409038,0,0,0,484865557.695313,225464.244013598
279,Unincorporated - Santa Monica Mountains,164,0,164,Los Angeles Homeless Services Authority (LAHSA),142.706632168972,1.14921077953697,0,1.14921077953697,540259839.492188,156380.672656013
280,Unincorporated - Saugus/Canyon Country,2,0,2,Los Angeles Homeless Services Authority (LAHSA),4.87076657847043,0.410612984173851,0,0.410612984173851,18611628.8046875,25485.400561184
281,Unincorporated - South Antelope Valley,51,0,51,Los Angeles Homeless Services Authority (LAHSA),12.8144252980708,3.97988975812111,0,3.97988975812111,48992772.3359375,34060.2183660358
282,Unincorporated - South Edwards,2,0,2,Los Angeles Homeless Services Authority (LAHSA),74.5630370134078,0.0268229417699331,0,0.0268229417699331,287087503.121094,101384.949924192
283,Unincorporated - South San Gabriel,25,10,35,Los Angeles Homeless Services Authority (LAHSA),1.93959750624112,12.8892720884392,5.15570883537569,18.0449809238149,7336081.68359375,18023.3690869023
284,Unincorporated - South Whittier,37,80,117,Los Angeles Homeless Services Authority (LAHSA),5.45407483074724,6.78391865682026,14.6679322309627,21.451850887783,20571982.4492188,24789.2623039562
285,Unincorporated - Southeast Antelope Valley,2,0,2,Los Angeles Homeless Services Authority (LAHSA),5.6569739931623,0.353545906772321,0,0.353545906772321,21642393.3359375,23627.9152341745
286,Unincorporated - Stevenson Ranch,9,0,9,Los Angeles Homeless Services Authority (LAHSA),40.8866434684056,0.220120783623498,0,0.220120783623498,155863815.324219,59521.1761629646
287,Unincorporated - Sun Village,67,0,67,Los Angeles Homeless Services Authority (LAHSA),28.4648773874218,2.35377792386368,0,2.35377792386368,109081319.804688,45965.4474236922
288,Unincorporated - Twin Lakes/Oat Mountain,4,0,4,Los Angeles Homeless Services Authority (LAHSA),19.9002789388334,0.201002207672296,0,0.201002207672296,75744264.7109375,50703.4475396356
289,Unincorporated - Universal City,1,0,1,Los Angeles Homeless Services Authority (LAHSA),0.480256090465183,2.08222242227347,0,2.08222242227347,1820326.0625,6372.01258223535
290,Unincorporated - Val Verde,66,0,66,Los Angeles Homeless Services Authority (LAHSA),18.064222515817,3.65363081318393,0,3.65363081318393,68969570.4101563,39291.3901333353
291,Unincorporated - Valinda,22,0,22,Los Angeles Homeless Services Authority (LAHSA),1.82625921478916,12.046482679919,0,12.046482679919,6905928.58203125,15505.1687976683
292,Unincorporated - View Park/Windsor Hills,10,0,10,Los Angeles Homeless Services Authority (LAHSA),1.84198295509282,5.42893188688388,0,5.42893188688388,6957917.625,13417.7250458072
293,Unincorporated - Walnut Park,22,0,22,Los Angeles Homeless Services Authority (LAHSA),0.747774413718956,29.4206375564336,0,29.4206375564336,2822818.9765625,8796.19274100649
294,Unincorporated - West Antelope Valley,88,0,88,Los Angeles Homeless Services Authority (LAHSA),230.128033202757,0.382395828857871,0,0.382395828857871,885317595.0625,210532.457019836
295,Unincorporated - West Carson,170,0,170,Los Angeles Homeless Services Authority (LAHSA),2.2790657289074,74.5919689124101,0,74.5919689124101,8573737.01953125,16272.7676447862
296,Unincorporated - West Chatsworth,0,0,0,Los Angeles Homeless Services Authority (LAHSA),1.59838656654868,0,0,0,6071077.1875,15812.0865505925
297,Unincorporated - West LA,77,422,499,Los Angeles Homeless Services Authority (LAHSA),0.977078315560604,78.8063748562681,431.899872588898,510.706247445166,3696276.14453125,10405.6316981404
298,Unincorporated - West Puente Valley,6,0,6,Los Angeles Homeless Services Authority (LAHSA),0.692431335501349,8.66511911344358,0,8.66511911344358,2618538.859375,7261.56552585358
299,Unincorporated - West Whittier/Los Nietos,181,0,181,Los Angeles Homeless Services Authority (LAHSA),2.20876317321142,81.9463137538806,0,81.9463137538806,8339858.453125,14812.9037083056
300,Unincorporated - White Fence Farms,13,0,13,Los Angeles Homeless Services Authority (LAHSA),7.85788463582978,1.65438926663845,0,1.65438926663845,30134418.53125,24679.1712843916
301,Unincorporated - Whittier,3,0,3,Los Angeles Homeless Services Authority (LAHSA),5.88621770464277,0.509665145010478,0,0.509665145010478,22241230.0078125,22397.2095820017
302,Unincorporated - Whittier Narrows,92,0,92,Los Angeles Homeless Services Authority (LAHSA),3.76624967841111,24.4274830018207,0,24.4274830018207,14240688.0039063,17941.6755539275
303,Unincorporated - Willowbrook,433,0,433,Los Angeles Homeless Services Authority (LAHSA),3.36158949404279,128.808113176025,0,128.808113176025,12674382.4882813,26461.6050265783
304,Unincorporated - Wiseburn,7,0,7,Los Angeles Homeless Services Authority (LAHSA),0.68810454359537,10.1728728071243,0,10.1728728071243,2593773.58984375,7116.52016424088
